,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1408,1408,0,0.8391,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",knockout bold coffee great cup set ton flavor try yet setting assume still pack flavor punch great deal pack
1409,1409,0,0.8254,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",like bold taste add cart love coffee one variety choose morning need jump start lecture mom
1410,1410,2,0.7702,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",get shipment try pit ate portion never ate also try rottweiler like also way would eat add caned meat would case recommend
1411,1411,0,0.8544,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",rarely say product taste better gluten version thse cooky though melt mouth delicious right amount lemon confident tht give gluten eater would able tell difference
1412,1412,1,0.8108,"snack, love, bar, price, chip, find, buy, try, eat, would",little cooky taste fantastic sweet right chocolate melt easily order cooler month
1413,1413,2,0.8156,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",product tasty also lactose intolerant better forgo pleasure milk list allergy advisory may contain trace ingredient section list whole milk powder component chocolate coating otherwise great product
1414,1414,0,0.5989,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",beyond expectation variety great blend different soup easy fix even husband like quickly order another set good tasty easy
1415,1415,1,0.8184,"snack, love, bar, price, chip, find, buy, try, eat, would",love regular merengue cooky normally problem sugar free cooky terrible taste worse texture stick non sugar free
1416,1416,0,0.8428,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",tea real flavor pumpkin nicely spice perfect autumn afternoon quite highly caffeinated drink late night overall lovely tea
1417,1417,1,0.7424,"snack, love, bar, price, chip, find, buy, try, eat, would",fondant smooth easy work along good taste always get good taste fondant
1418,1418,0,0.8049,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",definitely good jerky dry chewy tasty need extra flavor thru pack pretty fast even though suppose last
1419,1419,0,0.8194,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",use popcorn air popper weekend delicious taste much better anything able find store
1420,1420,0,0.8818,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",look hulless popcorn due diverticulitis boy miss popcorn tried base review disappoint way many hull hull disappear get small flavor popcorn amaze tasty family love buy air pop spray little cooking oil sprinkle popcorn flavor season butter hardly calories lot taste tiny pop really flood anything heavy turn mush
1421,1421,1,0.6854,"snack, love, bar, price, chip, find, buy, try, eat, would",bought local health food store wonderful coconut taste use everything morning oatmeal yogurt put dog food coat shiny soft also suffer dry flakey scalp massage small amount hair let sit minute shampoo leave hair soft shiny great waterproof mascara remover buy item bulk love benefit coconut oil offer
1422,1422,1,0.8173,"snack, love, bar, price, chip, find, buy, try, eat, would",almond best love taste quite zippy strong hop eat lot hot item perhaps taste bud expect say flavor freshness top
1423,1423,1,0.7973,"snack, love, bar, price, chip, find, buy, try, eat, would",first time order company fast great product def order flavoring future
1424,1424,1,0.81,"snack, love, bar, price, chip, find, buy, try, eat, would",great olive oil great price love colavita product general delivery fast ship bit pricey
1425,1425,0,0.8273,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",really great product sweet name describe perfectly however sure case would buy store much cheaper
1426,1426,2,0.6812,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",strong granny smith apple taste eat apple time anyone say otherwise mistaken texture different better taste purchasing three pack week taste good tasty enough substitute unhealthy dessert tasty treat
1427,1427,0,0.7968,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",good flavor fill bunch chemical although still question ingredient great alternative shelf grocery store
1428,1428,0,0.6702,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",must anyone love cook sauce along raspberry chipotle tasty add nice twist spice otherwise boring chicken steak also make nice cost effective gift
1429,1429,0,0.8247,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",coffee bold without bitterness taste delicious enjoy drink grove square coffee dark roast every morning
1430,1430,0,0.8462,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",sure try product price seem good true gluten free product usually much expensive pleasant surprise really like really like seriously product worth try use base lasagne change regular spaghetti noodle delicious
1431,1431,0,0.8232,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",find chocolate thrill love sugary goody fan calorie like chocolate think try chocolate anyway glad eat serve two chocolate satisfies sweet crave without break calorie bank sometimes want splurge spread chocolate graham cracker spread marshmallow fluff another sandwich together yum
1432,1432,1,0.8282,"snack, love, bar, price, chip, find, buy, try, eat, would",chocolate amaze regular plus healthy indulgence love use dip animal cracker also great apple wedge
1433,1433,0,0.6371,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",product taste great use protien shake help mask taste flavor try like like taste shake use every day prefer coco powder product taste great
1434,1434,0,0.7418,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",order review really good website get receipes
1435,1435,1,0.8609,"snack, love, bar, price, chip, find, buy, try, eat, would",use purchase local wal mart carry anymore look store soooo expensive decide check online able order reasonable price receive pretty quick happy content customer
1436,1436,0,0.8375,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",sent collection italian cheese daughter needless say delighted excellent formaggio del cucina italian cooking cheese pound igourmet com
1437,1437,1,0.7551,"snack, love, bar, price, chip, find, buy, try, eat, would",blend bitter taste earthly like drink mud really wake blend much better
1438,1438,0,0.828,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",one favorite kind coffee keurig nice dark taste overpower still strong mother hate strong coffee come house resuse one cup make mine knock punch whatever pleasure guess
1439,1439,0,0.7983,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",drink coffee black think love blend coffee delicious great bold flavor
1440,1440,0,0.8208,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love tazo tea dont really like friuty one one okay tart sweeten one ove favs
1441,1441,0,0.8151,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",like order little spice sweetness corn flake actually fry remind thin corn chip rather breakfast cereal
1442,1442,0,0.8255,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",whole family even love flavor mac cheese taste like kraft velveeta cheese shell make recipe box yummy
